# Force coefficients
# liftDir    : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis  : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf    : 1.500000e+00
# lRef       : 1.000000e+00
# Aref       : 1.000000e-01
# CofR       : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r)        
308          	-8.308479e-03	3.812026e-02	1.163652e-01	4.987413e-02	6.649109e-02
309          	-8.290728e-03	3.808165e-02	1.164613e-01	4.993992e-02	6.652137e-02
310          	-8.272849e-03	3.804334e-02	1.165588e-01	5.000656e-02	6.655225e-02
311          	-8.254882e-03	3.800506e-02	1.166570e-01	5.007364e-02	6.658340e-02
312          	-8.237039e-03	3.796778e-02	1.167557e-01	5.014080e-02	6.661488e-02
313          	-8.219239e-03	3.793111e-02	1.168533e-01	5.020743e-02	6.664591e-02
314          	-8.201286e-03	3.789434e-02	1.169509e-01	5.027415e-02	6.667672e-02
315          	-8.183114e-03	3.785752e-02	1.170494e-01	5.034156e-02	6.670779e-02
316          	-8.164782e-03	3.782099e-02	1.171491e-01	5.040975e-02	6.673931e-02
317          	-8.146384e-03	3.778496e-02	1.172500e-01	5.047859e-02	6.677136e-02
318          	-8.127967e-03	3.774944e-02	1.173522e-01	5.054813e-02	6.680406e-02
319          	-8.109503e-03	3.771428e-02	1.174560e-01	5.061849e-02	6.683750e-02
320          	-8.090933e-03	3.767937e-02	1.175615e-01	5.068981e-02	6.687168e-02
321          	-8.072203e-03	3.764463e-02	1.176685e-01	5.076205e-02	6.690645e-02
322          	-8.053293e-03	3.761004e-02	1.177764e-01	5.083492e-02	6.694150e-02
323          	-8.034222e-03	3.757566e-02	1.178845e-01	5.090804e-02	6.697648e-02
324          	-8.015036e-03	3.754153e-02	1.179924e-01	5.098114e-02	6.701121e-02
325          	-7.995780e-03	3.750773e-02	1.181000e-01	5.105420e-02	6.704576e-02
326          	-7.976481e-03	3.747426e-02	1.182079e-01	5.112745e-02	6.708041e-02
327          	-7.957144e-03	3.744114e-02	1.183166e-01	5.120117e-02	6.711545e-02
328          	-7.937753e-03	3.740833e-02	1.184266e-01	5.127555e-02	6.715106e-02
329          	-7.918279e-03	3.737578e-02	1.185378e-01	5.135064e-02	6.718720e-02
330          	-7.898691e-03	3.734346e-02	1.186500e-01	5.142631e-02	6.722369e-02
331          	-7.878963e-03	3.731135e-02	1.187627e-01	5.150237e-02	6.726029e-02
332          	-7.859089e-03	3.727947e-02	1.188755e-01	5.157866e-02	6.729684e-02
333          	-7.839080e-03	3.724780e-02	1.189885e-01	5.165515e-02	6.733331e-02
334          	-7.818940e-03	3.721630e-02	1.191019e-01	5.173202e-02	6.736990e-02
335          	-7.798633e-03	3.718477e-02	1.192167e-01	5.180970e-02	6.740697e-02
336          	-7.778224e-03	3.715344e-02	1.193325e-01	5.188801e-02	6.744446e-02
337          	-7.758693e-03	3.712540e-02	1.194425e-01	5.196257e-02	6.747995e-02
338          	-7.738558e-03	3.709537e-02	1.195566e-01	5.203972e-02	6.751684e-02
339          	-7.714104e-03	3.705124e-02	1.197104e-01	5.214110e-02	6.756930e-02
340          	-7.695861e-03	3.703301e-02	1.198086e-01	5.220842e-02	6.760014e-02
341          	-7.676425e-03	3.700788e-02	1.199093e-01	5.227820e-02	6.763105e-02
342          	-7.652046e-03	3.696386e-02	1.200533e-01	5.237463e-02	6.767872e-02
343          	-7.630226e-03	3.693565e-02	1.201822e-01	5.246086e-02	6.772131e-02
344          	-7.613500e-03	3.692207e-02	1.202630e-01	5.251798e-02	6.774498e-02
345          	-7.590454e-03	3.688330e-02	1.203962e-01	5.260763e-02	6.778854e-02
346          	-7.568533e-03	3.685127e-02	1.205269e-01	5.269491e-02	6.783197e-02
347          	-7.551103e-03	3.683601e-02	1.206140e-01	5.275591e-02	6.785811e-02
348          	-7.527212e-03	3.679715e-02	1.207578e-01	5.285167e-02	6.790610e-02
349          	-7.507982e-03	3.677659e-02	1.208579e-01	5.292098e-02	6.793694e-02
350          	-7.483387e-03	3.673790e-02	1.210096e-01	5.302142e-02	6.798820e-02
351          	-7.464213e-03	3.671994e-02	1.211089e-01	5.309026e-02	6.801869e-02
352          	-7.443196e-03	3.669403e-02	1.212193e-01	5.316646e-02	6.805285e-02
353          	-7.420879e-03	3.666276e-02	1.213421e-01	5.325019e-02	6.809194e-02
354          	-7.398197e-03	3.663274e-02	1.214743e-01	5.333893e-02	6.813533e-02
355          	-7.372272e-03	3.659320e-02	1.216510e-01	5.345321e-02	6.819776e-02
356          	-7.352824e-03	3.657902e-02	1.217542e-01	5.352428e-02	6.822993e-02
357          	-7.332036e-03	3.655676e-02	1.218557e-01	5.359580e-02	6.825987e-02
358          	-7.309793e-03	3.652801e-02	1.219647e-01	5.367256e-02	6.829215e-02
359          	-7.283462e-03	3.648904e-02	1.221238e-01	5.377845e-02	6.834537e-02
360          	-7.263504e-03	3.647559e-02	1.222278e-01	5.385042e-02	6.837742e-02
361          	-7.242515e-03	3.645455e-02	1.223404e-01	5.392767e-02	6.841270e-02
362          	-7.220558e-03	3.642563e-02	1.224621e-01	5.401050e-02	6.845161e-02
363          	-7.194924e-03	3.638638e-02	1.226295e-01	5.411982e-02	6.850967e-02
364          	-7.174756e-03	3.637226e-02	1.227360e-01	5.419324e-02	6.854275e-02
365          	-7.153263e-03	3.635195e-02	1.228440e-01	5.426874e-02	6.857526e-02
366          	-7.130457e-03	3.632474e-02	1.229597e-01	5.434941e-02	6.861032e-02
367          	-7.103729e-03	3.628794e-02	1.231211e-01	5.445683e-02	6.866429e-02
368          	-7.079914e-03	3.626630e-02	1.232640e-01	5.455206e-02	6.871189e-02
369          	-7.061309e-03	3.625419e-02	1.233512e-01	5.461431e-02	6.873693e-02
370          	-7.040315e-03	3.623064e-02	1.234511e-01	5.468523e-02	6.876587e-02
371          	-7.013860e-03	3.619335e-02	1.236033e-01	5.478780e-02	6.881552e-02
372          	-6.989237e-03	3.617041e-02	1.237501e-01	5.488583e-02	6.886430e-02
373          	-6.969822e-03	3.615853e-02	1.238466e-01	5.495346e-02	6.889311e-02
374          	-6.945060e-03	3.612831e-02	1.239857e-01	5.504778e-02	6.893790e-02
375          	-6.921065e-03	3.610220e-02	1.241184e-01	5.513813e-02	6.898026e-02
376          	-6.898010e-03	3.608155e-02	1.242417e-01	5.522286e-02	6.901888e-02
377          	-6.878722e-03	3.606714e-02	1.243300e-01	5.528630e-02	6.904375e-02
378          	-6.852927e-03	3.603566e-02	1.244711e-01	5.538260e-02	6.908846e-02
379          	-6.828132e-03	3.601083e-02	1.246136e-01	5.547864e-02	6.913491e-02
380          	-6.808452e-03	3.599778e-02	1.247180e-01	5.555053e-02	6.916744e-02
381          	-6.782717e-03	3.596855e-02	1.248630e-01	5.564879e-02	6.921422e-02
382          	-6.761742e-03	3.595144e-02	1.249693e-01	5.572290e-02	6.924638e-02
383          	-6.734851e-03	3.592196e-02	1.251159e-01	5.582310e-02	6.929280e-02
384          	-6.709828e-03	3.589955e-02	1.252501e-01	5.591523e-02	6.933488e-02
385          	-6.690610e-03	3.588732e-02	1.253421e-01	5.598044e-02	6.936166e-02
386          	-6.664642e-03	3.585855e-02	1.254788e-01	5.607477e-02	6.940405e-02
387          	-6.639860e-03	3.583518e-02	1.256121e-01	5.616618e-02	6.944590e-02
388          	-6.616566e-03	3.581646e-02	1.257374e-01	5.625212e-02	6.948525e-02
389          	-6.593858e-03	3.579706e-02	1.258580e-01	5.633513e-02	6.952284e-02
390          	-6.574611e-03	3.578295e-02	1.259458e-01	5.639830e-02	6.954752e-02
391          	-6.547721e-03	3.575291e-02	1.260904e-01	5.649750e-02	6.959294e-02
392          	-6.522128e-03	3.573076e-02	1.262379e-01	5.659682e-02	6.964108e-02
393          	-6.502404e-03	3.571983e-02	1.263358e-01	5.666550e-02	6.967031e-02
394          	-6.479911e-03	3.570068e-02	1.264465e-01	5.674333e-02	6.970315e-02
395          	-6.455262e-03	3.567662e-02	1.265723e-01	5.683089e-02	6.974142e-02
396          	-6.425768e-03	3.564427e-02	1.267443e-01	5.694639e-02	6.979793e-02
397          	-6.404726e-03	3.563358e-02	1.268537e-01	5.702213e-02	6.983159e-02
398          	-6.382844e-03	3.561804e-02	1.269647e-01	5.709951e-02	6.986520e-02
399          	-6.359474e-03	3.559662e-02	1.270816e-01	5.718133e-02	6.990028e-02
400          	-6.330911e-03	3.556608e-02	1.272347e-01	5.728645e-02	6.994827e-02
401          	-6.305864e-03	3.554919e-02	1.273662e-01	5.737723e-02	6.998895e-02
402          	-6.287628e-03	3.554132e-02	1.274495e-01	5.743714e-02	7.001239e-02
403          	-6.265846e-03	3.552362e-02	1.275517e-01	5.751000e-02	7.004169e-02
404          	-6.237444e-03	3.549245e-02	1.277018e-01	5.761346e-02	7.008835e-02
405          	-6.211902e-03	3.547418e-02	1.278422e-01	5.770922e-02	7.013302e-02
406          	-6.193165e-03	3.546631e-02	1.279344e-01	5.777405e-02	7.016038e-02
407          	-6.171251e-03	3.544904e-02	1.280430e-01	5.785025e-02	7.019275e-02
408          	-6.142923e-03	3.541861e-02	1.281946e-01	5.795439e-02	7.024023e-02
409          	-6.117224e-03	3.540068e-02	1.283315e-01	5.804852e-02	7.028297e-02
410          	-6.098146e-03	3.539283e-02	1.284210e-01	5.811237e-02	7.030866e-02
411          	-6.076115e-03	3.537599e-02	1.285256e-01	5.818667e-02	7.033890e-02
412          	-6.048040e-03	3.534694e-02	1.286714e-01	5.828765e-02	7.038373e-02
413          	-6.022613e-03	3.532959e-02	1.288065e-01	5.838065e-02	7.042587e-02
414          	-5.999827e-03	3.531644e-02	1.289247e-01	5.846253e-02	7.046218e-02
415          	-5.981300e-03	3.530572e-02	1.290108e-01	5.852410e-02	7.048670e-02
416          	-5.955614e-03	3.528065e-02	1.291384e-01	5.861359e-02	7.052482e-02
417          	-5.930403e-03	3.526247e-02	1.292662e-01	5.870268e-02	7.056348e-02
418          	-5.906572e-03	3.524831e-02	1.293883e-01	5.878756e-02	7.060071e-02
419          	-5.883742e-03	3.523258e-02	1.295040e-01	5.886824e-02	7.063572e-02
420          	-5.860968e-03	3.521508e-02	1.296175e-01	5.894777e-02	7.066971e-02
421          	-5.837858e-03	3.519819e-02	1.297315e-01	5.902791e-02	7.070362e-02
422          	-5.814447e-03	3.518213e-02	1.298472e-01	5.910918e-02	7.073807e-02
423          	-5.790541e-03	3.516755e-02	1.299679e-01	5.919341e-02	7.077449e-02
424          	-5.767593e-03	3.514941e-02	1.300820e-01	5.927341e-02	7.080860e-02
425          	-5.744561e-03	3.513268e-02	1.301974e-01	5.935411e-02	7.084324e-02
426          	-5.720687e-03	3.511843e-02	1.303184e-01	5.943851e-02	7.087988e-02
427          	-5.701458e-03	3.510705e-02	1.304089e-01	5.950298e-02	7.090589e-02
428          	-5.675099e-03	3.508332e-02	1.305413e-01	5.959553e-02	7.094573e-02
429          	-5.649174e-03	3.506790e-02	1.306745e-01	5.968807e-02	7.098641e-02
430          	-5.626337e-03	3.505335e-02	1.307881e-01	5.976774e-02	7.102041e-02
431          	-5.603903e-03	3.503999e-02	1.308991e-01	5.984566e-02	7.105346e-02
432          	-5.581943e-03	3.502316e-02	1.310040e-01	5.992004e-02	7.108392e-02
433          	-5.558922e-03	3.500922e-02	1.311140e-01	5.999808e-02	7.111592e-02
434          	-5.535871e-03	3.499509e-02	1.312262e-01	6.007721e-02	7.114895e-02
435          	-5.513405e-03	3.497820e-02	1.313381e-01	6.015564e-02	7.118245e-02
436          	-5.490058e-03	3.496409e-02	1.314569e-01	6.023841e-02	7.121853e-02
437          	-5.467032e-03	3.495020e-02	1.315723e-01	6.031914e-02	7.125320e-02
438          	-5.448829e-03	3.494057e-02	1.316577e-01	6.038002e-02	7.127768e-02
439          	-5.422412e-03	3.491756e-02	1.317888e-01	6.047200e-02	7.131682e-02
440          	-5.396497e-03	3.490264e-02	1.319193e-01	6.056316e-02	7.135616e-02
441          	-5.373483e-03	3.489117e-02	1.320327e-01	6.064286e-02	7.138983e-02
442          	-5.356746e-03	3.488296e-02	1.321093e-01	6.069791e-02	7.141140e-02
443          	-5.331910e-03	3.486096e-02	1.322286e-01	6.078241e-02	7.144623e-02
444          	-5.306933e-03	3.484689e-02	1.323516e-01	6.086889e-02	7.148276e-02
445          	-5.283981e-03	3.483572e-02	1.324657e-01	6.094885e-02	7.151682e-02
446          	-5.262822e-03	3.482321e-02	1.325696e-01	6.102196e-02	7.154760e-02
447          	-5.245948e-03	3.481396e-02	1.326478e-01	6.107794e-02	7.156984e-02
448          	-5.220380e-03	3.479223e-02	1.327724e-01	6.116583e-02	7.160659e-02
449          	-5.194840e-03	3.477856e-02	1.329004e-01	6.125534e-02	7.164502e-02
450          	-5.172209e-03	3.476802e-02	1.330130e-01	6.133429e-02	7.167871e-02
451          	-5.151586e-03	3.475622e-02	1.331121e-01	6.140446e-02	7.170763e-02
452          	-5.134953e-03	3.474739e-02	1.331873e-01	6.145872e-02	7.172862e-02
453          	-5.109725e-03	3.472674e-02	1.333078e-01	6.154418e-02	7.176363e-02
454          	-5.084759e-03	3.471382e-02	1.334322e-01	6.163133e-02	7.180085e-02
455          	-5.062381e-03	3.470360e-02	1.335441e-01	6.170965e-02	7.183441e-02
456          	-5.042164e-03	3.469211e-02	1.336429e-01	6.177926e-02	7.186359e-02
457          	-5.025409e-03	3.468334e-02	1.337187e-01	6.183392e-02	7.188474e-02
458          	-5.000844e-03	3.466367e-02	1.338367e-01	6.191750e-02	7.191919e-02
459          	-4.976062e-03	3.465130e-02	1.339586e-01	6.200326e-02	7.195538e-02
460          	-4.954389e-03	3.464165e-02	1.340666e-01	6.207890e-02	7.198767e-02
461          	-4.934036e-03	3.463068e-02	1.341637e-01	6.214780e-02	7.201588e-02
462          	-4.917787e-03	3.462243e-02	1.342375e-01	6.220097e-02	7.203654e-02
463          	-4.893168e-03	3.460335e-02	1.343553e-01	6.228448e-02	7.207082e-02
464          	-4.869592e-03	3.459147e-02	1.344746e-01	6.236772e-02	7.210690e-02
465          	-4.847473e-03	3.458209e-02	1.345826e-01	6.244384e-02	7.213878e-02
466          	-4.828331e-03	3.457174e-02	1.346759e-01	6.250963e-02	7.216629e-02
467          	-4.808075e-03	3.455850e-02	1.347690e-01	6.257644e-02	7.219259e-02
468          	-4.787545e-03	3.454782e-02	1.348674e-01	6.264618e-02	7.222127e-02
469          	-4.765648e-03	3.453730e-02	1.349702e-01	6.271944e-02	7.225074e-02
470          	-4.745542e-03	3.452640e-02	1.350696e-01	6.278924e-02	7.228032e-02
471          	-4.724327e-03	3.451479e-02	1.351715e-01	6.286144e-02	7.231009e-02
472          	-4.704337e-03	3.450353e-02	1.352711e-01	6.293122e-02	7.233989e-02
473          	-4.682935e-03	3.449236e-02	1.353728e-01	6.300345e-02	7.236932e-02
474          	-4.662999e-03	3.448160e-02	1.354701e-01	6.307205e-02	7.239805e-02
475          	-4.641777e-03	3.447066e-02	1.355690e-01	6.314273e-02	7.242628e-02
476          	-4.622010e-03	3.446009e-02	1.356647e-01	6.321035e-02	7.245437e-02
477          	-4.600898e-03	3.444940e-02	1.357637e-01	6.328096e-02	7.248275e-02
478          	-4.581357e-03	3.443908e-02	1.358601e-01	6.334872e-02	7.251143e-02
479          	-4.560415e-03	3.442848e-02	1.359597e-01	6.341945e-02	7.254028e-02
480          	-4.541193e-03	3.441841e-02	1.360549e-01	6.348628e-02	7.256866e-02
481          	-4.520624e-03	3.440815e-02	1.361519e-01	6.355531e-02	7.259655e-02
482          	-4.501457e-03	3.439818e-02	1.362454e-01	6.362126e-02	7.262417e-02
483          	-4.480730e-03	3.438788e-02	1.363422e-01	6.369036e-02	7.265182e-02
484          	-4.461546e-03	3.437805e-02	1.364359e-01	6.375639e-02	7.267948e-02
485          	-4.441024e-03	3.436802e-02	1.365323e-01	6.382512e-02	7.270717e-02
486          	-4.422173e-03	3.435841e-02	1.366252e-01	6.389041e-02	7.273475e-02
487          	-4.401900e-03	3.434849e-02	1.367208e-01	6.395850e-02	7.276230e-02
488          	-4.383189e-03	3.433901e-02	1.368130e-01	6.402329e-02	7.278967e-02
489          	-4.362990e-03	3.432928e-02	1.369078e-01	6.409091e-02	7.281689e-02
490          	-4.344402e-03	3.432001e-02	1.369989e-01	6.415504e-02	7.284384e-02
491          	-4.324358e-03	3.431045e-02	1.370926e-01	6.422195e-02	7.287067e-02
492          	-4.305955e-03	3.430134e-02	1.371828e-01	6.428544e-02	7.289735e-02
493          	-4.286073e-03	3.429192e-02	1.372760e-01	6.435192e-02	7.292406e-02
494          	-4.267829e-03	3.428295e-02	1.373657e-01	6.441503e-02	7.295069e-02
495          	-4.248082e-03	3.427370e-02	1.374585e-01	6.448116e-02	7.297732e-02
496          	-4.229990e-03	3.426490e-02	1.375476e-01	6.454380e-02	7.300378e-02
497          	-4.210379e-03	3.425581e-02	1.376395e-01	6.460938e-02	7.303014e-02
498          	-4.192437e-03	3.424717e-02	1.377277e-01	6.467142e-02	7.305630e-02
499          	-4.172965e-03	3.423822e-02	1.378188e-01	6.473645e-02	7.308238e-02
500          	-4.155186e-03	3.422972e-02	1.379062e-01	6.479793e-02	7.310830e-02
